School Name,City,Type,Address,Website,Phone,Email,Description
"Harrow International School","Guangzhou","International School",,,,,
"Beijing Enlighten School","Guangzhou","School",,,,,
"Beijing Foreign Language School","Guangzhou","School",,,,,
"Hong Qiao International School","Guangzhou","International School",,,,,
"Huili School","Guangzhou","School",,,,,
"Jincai High School","Guangzhou","School",,,,,
"Living Word Shanghai Bilingual School","Guangzhou","Bilingual School",,,,,
"Beijing Jianhua Experimental School","Guangzhou","School",,,,,
"Maple Leaf International School","Guangzhou","International School",,,,,
"North America International School","Guangzhou","International School",,,,,
"Beijing Newbridge Foreign Language High School","Guangzhou","School",,,,,
"North Cross School","Guangzhou","School",,,,,
"Shanghai American Lee Academy International School","Guangzhou","International School",,,,,
"Shanghai American School","Guangzhou","School",,,,,
"Beijing Saint Paul American School","Guangzhou","School",,,,,
"Shanghai Australian International School","Guangzhou","International School",,,,,
"Beijing Shida High School","Guangzhou","School",,,,,
"Shanghai Community International School","Guangzhou","International School",,,,,
"Beijing Sino-bridge Foreign Language School","Guangzhou","School",,,,,
"Shanghai Concord Bilingual School","Guangzhou","Bilingual School",,,,,
"Beijing Zhongde School","Guangzhou","School",,,,,
"Shanghai Datong High School","Guangzhou","School",,,,,
"Beijing Zhongguancun Foreign Language School","Guangzhou","School",,,,,
"Shanghai DTD High School","Guangzhou","School",,,,,
"BFSU Foreign Languages School","Guangzhou","School",,,,,
"Shanghai EtonHouse International School","Guangzhou","International School",,,,,
"Shanghai Experimental School","Guangzhou","School",,,,,
"Shanghai Foreign Language School","Guangzhou","School",,,,,
"Camford Royal School","Guangzhou","School",,,,,
"Shanghai Fudan-Vanke Experimental Private School","Guangzhou","Private School",,,,,
"Shanghai Fushan Zhengda Foreign Language Primary School","Guangzhou","School",,,,,
"Collegiate Academy International School","Guangzhou","International School",,,,,
"Shanghai Gold Apple Bilingual School","Guangzhou","Bilingual School",,,,,
"Shanghai Guanghua Cambridge International School","Guangzhou","International School",,,,,
"Shanghai High School","Guangzhou","School",,,,,
"Shanghai Hongrun Boyuan School","Guangzhou","School",,,,,
"Dewey International School","Guangzhou","International School",,,,,
"Shanghai Honor School","Guangzhou","School",,,,,
"Shanghai International Studies University Bilingual School","Guangzhou","International School",,,,,
"Educhina International School","Guangzhou","International School",,,,,
"ESS International High School","Guangzhou","International School",,,,,
"Pudong Foreign Language School","Guangzhou","School",,,,,
"Fangcaodi International School","Guangzhou","International School",,,,,
"Shanghai Ivy School","Guangzhou","School",,,,,
"Shanghai Jinhua School","Guangzhou","School",,,,,
"Shanghai Jinshan World Foreign Language School","Guangzhou","School",,,,,
"Shanghai Livingston American School","Guangzhou","School",,,,,
"Shanghai Luwan Senior High School","Guangzhou","School",,,,,
"Shanghai Mount Olive International School","Guangzhou","International School",,,,,
"Shanghai New Epoch Bilingual School","Guangzhou","Bilingual School",,,,,
"Shanghai New Hongqiao High School","Guangzhou","School",,,,,
"Shanghai New Qinghua Pacican International School","Guangzhou","International School",,,,,
"Kingswood International School","Guangzhou","International School",,,,,
"Shanghai Nord Anglia Chinese International School","Guangzhou","International School",,,,,
"Shanghai Oriental Ladder Bilingual School","Guangzhou","Bilingual School",,,,,
"Liuli International School","Guangzhou","International School",,,,,
"Shanghai Paddington Bilingual School","Guangzhou","Bilingual School",,,,,
"Livermore International School","Guangzhou","International School",,,,,
"Shanghai Pinghe Bilingual School","Guangzhou","Bilingual School",,,,,
"Shanghai Qibao Dwight High School","Guangzhou","School",,,,,
"Shanghai Qingpu World Foreign Language School","Guangzhou","School",,,,,
"Shanghai Shixi High School","Guangzhou","School",,,,,
"Shanghai Singapore International School","Guangzhou","International School",,,,,
"Shanghai SMIC Private School","Guangzhou","Private School",,,,,
"Olive International School","Guangzhou","International School",,,,,
"Shanghai Soong Ching Ling School","Guangzhou","School",,,,,
"RDFZ Chaoyang Branch School","Guangzhou","School",,,,,
"Shanghai Tianjiabing High School","Guangzhou","School",,,,,
"RDFZ Xishan School","Guangzhou","School",,,,,
"Shanghai Tongzhou Model School","Guangzhou","School",,,,,
"Shanghai United International School","Guangzhou","International School",,,,,
"Shuren Ribet Private School","Guangzhou","Private School",,,,,
"Springboard International Bilingual School","Guangzhou","International School",,,,,
"Shanghai Victoria Kindergarten","Guangzhou","Kindergarten",,,,,
"Shanghai Wenlai International School","Guangzhou","International School",,,,,
"Shanghai World Foreign Language Middle School","Guangzhou","School",,,,,
"Shanghai World Foreign Language Primary School","Guangzhou","School",,,,,
"Shanghai Yangjing High School","Guangzhou","School",,,,,
"Steam International School","Guangzhou","International School",,,,,
"Tsinghua International School","Guangzhou","International School",,,,,
"Stuyvesant International High School","Guangzhou","International School",,,,,
"Tsinghua University High School","Guangzhou","Higher Education",,,,,
"Yang Guang Qing International School","Guangzhou","International School",,,,,
"Yew Chung International School","Guangzhou","International School",,,,,
"Yew Wah International Edcuation School","Guangzhou","International School",,,,,
"Vanke Bilingual School","Guangzhou","Bilingual School",,,,,
"Vanke School","Guangzhou","School",,,,,
"Weiyu High School","Guangzhou","School",,,,,
"Zhangjiang International School","Guangzhou","International School",,,,,
"Futian International & Fine Arts School","Guangzhou","International School",,,,,
"Fuyuan British American School","Guangzhou","School",,,,,
"Guangdong Overseas Chinese High School","Guangzhou","School",,,,,
"Guangzhou Foreign Language School","Guangzhou","School",,,,,
"RDF International School","Guangzhou","International School",,,,,
"Guangzhou Yinghao School","Guangzhou","School",,,,,
"Weiming School","Guangzhou","School",,,,,
"Phoenix City International School","Guangzhou","International School",,,,,
"Bao An Shen Zhen Fanshen Experimental School","Guangzhou","School",,,,,
"Foreign Language School","Guangzhou","School",,,,,
"Zhixin High School","Guangzhou","School",,,,,
"Bromsgrove School","Guangzhou","School",,,,,
"China America International School","Guangzhou","International School",,,,,
"Green Oasis School","Guangzhou","School",,,,,
"Korean International School","Guangzhou","International School",,,,,
"Guangdong Experimental Middle School","Guangzhou","School",,,,,
"Guangdong Experimental Yuexiu School","Guangzhou","School",,,,,
"Merchiston International School","Guangzhou","International School",,,,,
"Guangdong Guangya High School","Guangzhou","School",,,,,
"Nanshan Chinese International School","Guangzhou","International School",,,,,
"Guangdong Zhongyuan High School","Guangzhou","School",,,,,
"Oxstand International School","Guangzhou","International School",,,,,
"Guangwai Zengcheng Experimental School","Guangzhou","School",,,,,
"Princeton International Forest Kindergarten","Guangzhou","International School",,,,,
"Guangzhou Dongpu Middle School","Guangzhou","School",,,,,
"Princeton Sky Lake International School","Guangzhou","International School",,,,,
"Guangzhou Fok Ying Tung High School","Guangzhou","School",,,,,
"Shekou International School","Guangzhou","International School",,,,,
"Guangzhou Haizhu Foreign Language School","Guangzhou","School",,,,,
"Shen Wai International School","Guangzhou","International School",,,,,
"Guangzhou High School","Guangzhou","School",,,,,
"Shenwai Longgang International School","Guangzhou","International School",,,,,
"Guangzhou International Middle School","Guangzhou","International School",,,,,
"Guangzhou International Primary School","Guangzhou","International School",,,,,
"Shenzhen American International School","Guangzhou","International School",,,,,
"Shenzhen Arcadia Grammar School","Guangzhou","School",,,,,
"Shenzhen Chinaus School","Guangzhou","School",,,,,
"Guangzhou Middle School","Guangzhou","School",,,,,
"Shenzhen Cuiyuan Middle School","Guangzhou","School",,,,,
"Guangzhou Nanwu Middle School","Guangzhou","School",,,,,
"Shenzhen Dalton Xinhua School","Guangzhou","School",,,,,
"Shenzhen Elite Experimental Secondary School","Guangzhou","School",,,,,
"Middle School Canadian International School","Guangzhou","International School",,,,,
"Shenzhen Experimental Chenghan  School","Guangzhou","School",,,,,
"Shenzhen Foreign Languages School","Guangzhou","School",,,,,
"Shenzhen Fujing Foreign Language School","Guangzhou","School",,,,,
"Shenzhen Futian Foreign Languages High School","Guangzhou","School",,,,,
"Guangzhou Tianhe Foreign Language School","Guangzhou","School",,,,,
"Shenzhen Grandale International School","Guangzhou","International School",,,,,
"Guangzhou Xiangjiang High School","Guangzhou","School",,,,,
"GuangZhou XiGuan Foreign Language School","Guangzhou","School",,,,,
"Shenzhen Huangyuyuan School","Guangzhou","School",,,,,
"Huanan Country Garten School","Guangzhou","School",,,,,
"Huanggang High School","Guangzhou","School",,,,,
"Shenzhen Luohu Foreign Language School","Guangzhou","School",,,,,
"Huanggang Middle School--Guangzhou School","Guangzhou","School",,,,,
"Shenzhen Merchiston International School","Guangzhou","International School",,,,,
"International Department of Guangzhou Tieyi Middle School","Guangzhou","International School",,,,,
"Shenzhen Middle School","Guangzhou","School",,,,,
"Shenzhen Mingde Experimental School","Guangzhou","School",,,,,
"Shenzhen Penghhui Chinese & English School","Guangzhou","School",,,,,
"Shenzhen Sandy Quan Foreign Language School","Guangzhou","School",,,,,
"Shenzhen Senior High School","Guangzhou","School",,,,,
"Shenzhen Shiyan Public School","Guangzhou","School",,,,,
"Panyu Foreign Language School","Guangzhou","School",,,,,
"Shenzhen Yaohua Experimental School","Guangzhou","School",,,,,
"Peking Univerity Experimental School","Guangzhou","School",,,,,
"Shenzhen Yinhu Foreign Language Experimental School","Guangzhou","School",,,,,
"Shrewsbury School","Guangzhou","School",,,,,
"ShenZhen YongYuan Experimental School","Guangzhou","School",,,,,
"Paul International School","Guangzhou","International School",,,,,
"Shenzhen Yunding School","Guangzhou","School",,,,,
"Shenzhen Zhanhua Experimental School","Guangzhou","School",,,,,
"Songgang Chinese & English Experimental School","Guangzhou","School",,,,,
"Tianjiao Bilingual School","Guangzhou","Bilingual School",,,,,
"Win-Win Bilingual School","Guangzhou","Bilingual School",,,,,
"Xiehe Middle School","Guangzhou","School",,,,,
"Three Senior High School","Guangzhou","School",,,,,
"Zengcheng Country Garden School","Guangzhou","School",,,,,
"Whittle School","Guangzhou","School",,,,,
"Beijing SMIC Private School","Guangzhou","Private School",,,,,
"Nord Anglia School - Shunyi - Nord Anglia School","Guangzhou","School",,"https://www.nordangliaeducation.com/-/media/aprimo/5a19d1/image_shunyi_renderings_31_nas_sy_school-card_787x483/nas-shunyi.png?rev=f994d050635f4adf964c35106708a36e&extension=webp&hash=9C51DE201AAFC5EDE893272FBFE3FA1C",,,
"Dalian American International School","Guangzhou","International School",,"https://www.nordangliaeducation.com/static/assets/icons/icon-location-pin.svg",,,
